X	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
17070	LOC575174	0.077832611	0.408792948	0.261	0.15	1	LOW QUALITY PROTEIN: recombining binding protein suppressor of hairless-like	spu:575174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3315	LOC100893163	0.140931008	0.408577986	0.261	0.17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27342	LOC756350	0.02193501	0.40736304	0.304	0.156	1	RING-type E3 ubiquitin-protein ligase PPIL2	spu:756350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24621	LOC590990	0.14529847	0.406090828	0.261	0.174	1	anillin isoform X1	spu:590990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19429	LOC579484	0.027815535	0.406077118	0.261	0.127	1	uncharacterized protein LOC579484	spu:579484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25144	LOC592177	0.002491148	0.405615949	0.913	0.731	1	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26153	LOC594653	0.017476396	0.404343283	0.435	0.267	1	transcriptional adapter 3	spu:594653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27126	LOC755135	0.002265381	0.40379930000000003	0.913	0.852	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20963	LOC582379	0.002867101	0.402852599	0.261	0.092	1	UV-stimulated scaffold protein A	spu:582379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17450	LOC575875	0.25675214	0.402246432	0.261	0.198	1	lysine-specific histone demethylase 1A	spu:575875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17864	LOC576641	0.006074992	0.401975788	0.783	0.545	1	proliferation-associated protein 2G4	spu:576641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18477	LOC577726	0.222840402	0.401817274	0.261	0.186	1	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 isoform X1	spu:577726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28393	SRC8	0.017264289	0.401272497	0.261	0.118	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25778	LOC593624	0.004623959	0.400515575	0.348	0.157	1	RNA-binding protein pno1	spu:593624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19961	LOC580460	0.017265233	0.399511879	0.696	0.636	1	zinc finger CCCH domain-containing protein 15	spu:580460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24911	LOC591691	0.006977741	0.399264466	0.261	0.106	1	transcription initiation factor IIB	spu:591691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19669	LOC579914	0.023412043	0.399087534	0.304	0.159	1	cortactin-binding protein 2 isoform X2	spu:579914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5642	LOC105440611	0.016506909	0.398881835	0.522	0.368	1	uncharacterized protein LOC105440611	spu:105440611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18008	LOC576891	0.079991404	0.398612762	0.348	0.235	1	dipeptidyl peptidase 9	spu:576891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18775	LOC578258	0.204011649	0.397445117	0.391	0.361	1	methionine aminopeptidase 2	spu:578258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24794	LOC591435	0.017691483	0.395757934	0.348	0.185	1	pescadillo	spu:591435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17088	LOC575201	0.156376458	0.395755181	0.391	0.327	1	sorting nexin-3	spu:575201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16760	LOC574604	0.057607449	0.39447454	0.391	0.264	1	RING finger protein 10	spu:574604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25305	LOC592517	0.07577708	0.39417542	0.304	0.188	1	CCAAT/enhancer-binding protein gamma	spu:592517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25641	LOC593254	0.002835989	0.391800478	0.261	0.091	1	mucin-5AC isoform X1	spu:593254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22333	LOC585553	0.025577417	0.391563299	0.609	0.475	1	RNA-binding protein with serine-rich domain 1	spu:585553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6399	LOC105442611	0.014646827	0.39121528	0.391	0.214	1	ribosomal protein 63, mitochondrial	spu:105442611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19063	LOC578813	0.008947407	0.390716276	0.522	0.321	1	ATP-dependent RNA helicase dbp2 isoform X1	spu:578813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24351	LOC590369	0.038695905	0.390546987	0.348	0.207	1	5'-3' exoribonuclease 2 isoform X1	spu:590369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26480	LOC752750	0.017278569	0.389756699	0.435	0.26	1	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 isoform X1	spu:752750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20487	LOC581495	0.101118222	0.389468455	0.391	0.291	1	trinucleotide repeat-containing gene 18 protein isoform X1	spu:581495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8255	LOC105447583	0.004633733	0.38900033	0.304	0.124	1	ribosomal RNA-processing protein 8-like	spu:105447583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20659	LOC581822	6.54551e-4	0.387751481	1	0.775	1	cold shock domain-containing protein 3 isoform X1	spu:581822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25977	LOC594147	0.105716678	0.38660278	0.565	0.576	1	charged multivesicular body protein 4b	spu:594147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21467	LOC583495	0.004866262	0.386328112	1	0.937	1	40S ribosomal protein S4	spu:583495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451928.1_30687	sp|Q62441|TLE4_MOUSE	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.04e-99	W02D3.9.2	4.5e-144	unc-37	XP_011451928.1	PREDICTED: transducin-like enhancer protein 4 isoform X2 [Crassostrea gigas]	0
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451930.1_30688	sp|Q62441|TLE4_MOUSE	0	XP_011678655.1	0	780126411	ECB-GENE-23191953	FBgn0001139	2.01e-99	W02D3.9.2	6.44e-144	unc-37	XP_011451930.1	PREDICTED: transducin-like enhancer protein 4 isoform X4 [Crassostrea gigas]	0
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451929.1_30689	sp|Q04724|TLE1_HUMAN	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.03e-99	W02D3.9.2	5.72e-144	unc-37	XP_011451929.1	PREDICTED: transducin-like enhancer protein 4 isoform X3 [Crassostrea gigas]	0
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_011451926.1_30690	sp|Q62441|TLE4_MOUSE	0	XP_792326.2	0	115683661	ECB-GENE-23191953	FBgn0001139	2.05e-99	W02D3.9.2	4.78e-144	unc-37	XP_011451926.1	PREDICTED: transducin-like enhancer protein 4 isoform X1 [Crassostrea gigas]	0
23139	LOC587506	0.027625147	0.386304346	0.478	0.336	1	transducin-like enhancer protein 4 isoform X1	spu:587506	LOC105345494	transducin-like enhancer protein 4	2	0.168784240166967	1.33137787537608	0.561264822134387	0.300721216635511	0.129972034821691	4.27939654163566e-66	1.7023268266765e-60	lcl|NW_011937034.1_cds_XP_019929745.1_30691	sp|Q62441|TLE4_MOUSE	0	XP_011678655.1	0	780126411	ECB-GENE-23191953	FBgn0001139	1.74e-99	W02D3.9.2	9.42e-145	unc-37	XP_011451928.1	PREDICTED: transducin-like enhancer protein 4 isoform X2 [Crassostrea gigas]	0
22793	LOC586641	0.01577922	0.385749026	0.478	0.296	1	uncharacterized protein LOC586641 isoform X1	spu:586641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22904	LOC586889	1.63471e-4	0.385154479	1	0.884	1	flotillin-1	spu:586889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20209	LOC580957	9.73e-7	0.384824001	1	0.999	0.02122811	60S ribosomal protein L27	spu:580957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23626	LOC588695	0.035055452	0.384736674	0.522	0.384	1	serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform isoform X5	spu:588695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21378	LOC583300	0.013166665	0.384025128	0.478	0.299	1	F-box/LRR-repeat protein 5	spu:583300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28233	LOC764638	0.010108325	0.383937301	0.826	0.671	1	glycogen synthase kinase-3 beta	spu:764638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24849	LOC591564	0.009570952	0.383555886	0.261	0.111	1	tyrosine-protein phosphatase non-receptor type 21	spu:591564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1085	LOC100889461	0.186661762	0.38309884	0.304	0.233	1	uncharacterized protein LOC100889461	spu:100889461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7357	LOC105445187	0.020432029	0.381361495	0.348	0.192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17739	LOC576400	0.003078486	0.381112557	0.261	0.091	1	ATP-binding cassette sub-family F member 1 isoform X1	spu:576400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	BMP1	0.028835284	0.380978374	0.478	0.309	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25374	LOC592668	0.001203223	0.380600472	1	0.952	1	40S ribosomal protein S5	spu:592668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25637	LOC593241	0.148605616	0.380112452	0.348	0.279	1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25184	LOC592256	0.039117302	0.379985519	0.304	0.17	1	serine/threonine-protein kinase PAK 3 isoform X1	spu:592256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16927	LOC574918	0.344941002	0.379977009	0.348	0.318	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21630	LOC583848	0.007400633	0.379867382	0.348	0.166	1	tripeptidyl-peptidase 2 isoform X1	spu:583848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1589	LOC100890285	0.028896665	0.379705453	0.261	0.124	1	sperm-associated antigen 1	spu:100890285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22865	LOC586800	0.001473548	0.379694501	0.826	0.601	1	serine/arginine-rich splicing factor 10	spu:586800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5897	LOC105441354	0.010500017	0.378420161	0.261	0.11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28326	LOC764961	0.010927845	0.37794362	0.261	0.111	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22351	LOC585590	0.008755572	0.37777417	0.261	0.106	1	protein SDA1 homolog	spu:585590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22346	LOC585583	0.077876292	0.377730228	0.435	0.315	1	cytoskeleton-associated protein 5 isoform X1	spu:585583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21921	LOC584530	0.015029704	0.377600328	0.565	0.393	1	H/ACA ribonucleoprotein complex subunit DKC1	spu:584530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24341	LOC590346	0.056111705	0.376949679	0.391	0.271	1	uncharacterized protein C1orf131 homolog	spu:590346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19996	LOC580525	0.324358107	0.376022903	0.348	0.311	1	alpha-soluble NSF attachment protein	spu:580525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	gpc-6	0.114691021	0.3756379	0.391	0.303	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22321	LOC585533	0.105241618	0.374994706	0.348	0.24	1	dnaJ homolog subfamily C member 7	spu:585533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17390	LOC575755	0.032288682	0.374261311	0.435	0.288	1	prohibitin-2	spu:575755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16918	LOC574893	0.008066596	0.374044071	0.565	0.358	1	activin receptor type-2A	spu:574893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25101	LOC592072	0.045548559	0.372260637	0.522	0.378	1	AP-2 complex subunit alpha-2 isoform X1	spu:592072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26795	LOC753851	0.037809742	0.370670509	0.261	0.135	1	uncharacterized protein LOC753851	spu:753851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16908	LOC574877	0.003202402	0.370332451	0.478	0.256	1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 isoform X1	spu:574877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22619	LOC586243	0.011147796	0.370217335	0.261	0.111	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20063	LOC580656	0.045930351	0.369936033	0.522	0.395	1	zinc finger protein 37	spu:580656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20050	LOC580634	0.003563795	0.366555979	0.478	0.257	1	protein LSM14 homolog A-B	spu:580634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19991	LOC580515	0.189824218	0.366035931	0.304	0.221	1	sprouty-related, EVH1 domain-containing protein 3	spu:580515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7409	LOC105445314	0.011541435	0.364963791	0.261	0.11	1	uncharacterized protein LOC105445314	spu:105445314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19816	LOC580179	0.207998591	0.364219084	0.261	0.192	1	protein FAM76A isoform X1	spu:580179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19883	LOC580307	0.035704366	0.363829743	0.565	0.426	1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	spu:580307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20779	LOC582039	0.288580216	0.363031871	0.652	0.659	1	KAT8 regulatory NSL complex subunit 1 isoform X2	spu:582039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24776	LOC591397	0.077164448	0.360992807	0.522	0.419	1	eukaryotic translation initiation factor 3 subunit B	spu:591397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20469	LOC581456	0.028190931	0.36086346	0.696	0.577	1	succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	spu:581456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
941	LOC100889221	0.221840504	0.360778623	0.565	0.55	1	uncharacterized protein LOC100889221	spu:100889221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19268	LOC579194	1.45766e-4	0.360669916	0.348	0.117	1	tubulin alpha-3 chain isoform X2	spu:579194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24221	LOC590067	0.005413152	0.360655888	0.783	0.569	1	nucleolar protein 56	spu:590067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17078	LOC575189	0.06163975	0.3605934	0.261	0.146	1	alpha-taxilin	spu:575189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25748	LOC593548	0.054341089	0.358557945	0.304	0.181	1	growth arrest and DNA damage-inducible proteins-interacting protein 1	spu:593548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21349	LOC583226	0.047098301	0.35846509	0.261	0.139	1	zinc finger protein 362	spu:583226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4510	LOC105437783	0.019552554	0.358264049	0.261	0.122	1	calcium/calmodulin-dependent protein kinase type II isoform X1	spu:105437783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17794	LOC576502	0.047669969	0.357476994	0.304	0.177	1	S phase cyclin A-associated protein in the endoplasmic reticulum	spu:576502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25536	LOC593010	0.110457721	0.357224972	0.304	0.194	1	TBC1 domain family member 22B	spu:593010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20627	LOC581762	0.097596262	0.356787028	0.261	0.165	1	small glutamine-rich tetratricopeptide repeat-containing protein alpha	spu:581762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2546	LOC100891823	0.04409606	0.356722356	0.304	0.17	1	multidrug and toxin extrusion protein 1	spu:100891823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25309	LOC592528	0.051535871	0.356201439	0.261	0.137	1	COP9 signalosome complex subunit 6	spu:592528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24284	LOC590216	0.015439964	0.355588233	0.304	0.148	1	DNA-directed RNA polymerases I and III subunit RPAC2	spu:590216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17230	LOC575471	0.002520671	0.355150202	0.696	0.443	1	heterogeneous nuclear ribonucleoprotein C-like 1	spu:575471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27770	LOC763089	0.063282464	0.353952409	0.565	0.468	1	hepatoma-derived growth factor-related protein 2	spu:763089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17519	LOC576006	0.010670805	0.353891994	0.783	0.617	1	ATP synthase subunit delta, mitochondrial	spu:576006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24270	LOC590185	0.011250414	0.353249847	0.348	0.173	1	RNA exonuclease 4	spu:590185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3952	LOC105436404	0.052413266	0.353234881	0.304	0.179	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
