X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	X.1	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
20303	LOC581183	5.75e-8	0.361682274	0.766	0.812	0.001255599	tetratricopeptide repeat protein 25 isoform X1	spu:581183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21188	LOC582953	2.91e-9	0.361124089	0.776	0.806	6.36e-5	protein FAM228B	spu:582953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24254	LOC590254	2.33e-11	0.359112508	0.991	0.979	5.09e-7	luc7-like protein 3	spu:590254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17485	LOC576006	3.72e-6	0.358941815	0.589	0.523	0.081104568	ATP synthase subunit delta, mitochondrial	spu:576006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17945	LOC576835	8.74e-46	0.358338379	1	1	1.91e-41	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16763	LOC574677	5.22e-7	0.357574619	0.738	0.747	0.01139941	mesoderm induction early response protein 1 isoform X1	spu:574677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25499	LOC593041	2.23e-7	0.354047715	0.757	0.775	0.004863284	male-specific lethal 3 homolog	spu:593041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23159	LOC587667	8.52e-7	0.353594082	0.589	0.542	0.018601846	protein max isoform X1	spu:587667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19090	LOC578921	1.45e-5	0.353027338	0.514	0.448	0.317045087	26S proteasome regulatory subunit 8	spu:578921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	H2A.F/Z	1.56e-37	0.352997835	1	1	3.4e-33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16738	LOC574620	2.91e-6	0.351964467	0.692	0.682	0.063506537	cilia- and flagella-associated protein 77	spu:574620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19713	LOC580050	7.37e-7	0.350947205	0.542	0.458	0.016080495	hormone receptor 4	spu:580050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23435	LOC588336	9.81e-8	0.350089356	0.757	0.774	0.002141852	protein FAM133	spu:588336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7550	LOC105445781	2.64e-17	0.349112174	0.262	0.063	5.76e-13	uncharacterized protein LOC105445781	spu:105445781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19078	LOC578894	2.98e-11	0.348616748	0.935	0.935	6.5e-7	transcriptional repressor p66-alpha isoform X2	spu:578894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25721	LOC593605	8.05e-5	0.347899254	0.402	0.313	1	ribosome biogenesis protein NOP53	spu:593605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17084	LOC575263	1.96e-6	0.346138818	0.467	0.355	0.042745486	dynein regulatory complex protein 11	spu:575263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18111	LOC577158	4.64e-7	0.345979766	0.794	0.891	0.010119606	selenoprotein F	spu:577158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21336	LOC583286	5.1e-14	0.345149248	0.963	0.97	1.11e-9	CTD small phosphatase-like protein 2 isoform X1	spu:583286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21511	LOC583676	9.22e-10	0.34451883	0.355	0.174	2.01e-5	pre-mRNA-splicing factor ISY1 homolog	spu:583676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24960	LOC591872	1.09e-6	0.343750961	0.393	0.258	0.023890999	U2 small nuclear ribonucleoprotein A'	spu:591872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24808	LOC591573	2.62e-5	0.343181454	0.374	0.271	0.572291462	uncharacterized protein LOC591573	spu:591573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20798	LOC582138	2.43e-5	0.342769571	0.467	0.385	0.531300348	T-complex protein 1 subunit alpha	spu:582138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18524	LOC577868	1.7257e-4	0.34196243	0.346	0.252	1	LOW QUALITY PROTEIN: zygotic DNA replication licensing factor mcm6-B	spu:577868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25090	LOC592166	1.32399e-4	0.341724922	0.72	0.769	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3160	LOC100892922	2.11339e-4	0.340700522	0.393	0.317	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19544	LOC579751	1.31e-14	0.339146134	0.28	0.084	2.85e-10	ATP synthase F(0) complex subunit B1, mitochondrial	spu:579751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28189	LOC764660	3.12e-8	0.337485632	0.776	0.788	6.79826e-4	serum response factor-binding protein 1	spu:764660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23398	LOC588224	3.09889e-4	0.335019796	0.411	0.348	1	LIM and senescent cell antigen-like-containing domain protein 1	spu:588224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23583	LOC588692	7.91e-9	0.334782533	0.85	0.848	1.72676e-4	pre-mRNA-processing factor 39	spu:588692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18016	LOC576984	1.16965e-4	0.334773105	0.617	0.634	1	proteasome subunit alpha type-5	spu:576984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18565	LOC577933	1.65e-6	0.334113027	0.336	0.2	0.036112297	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	spu:577933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18370	LOC577611	1.92e-9	0.332803096	0.972	0.975	4.19e-5	ER membrane protein complex subunit 3	spu:577611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24730	LOC591399	2.46116e-4	0.332290482	0.364	0.286	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28334	rpl36	1.36041e-4	0.332070228	0.458	0.402	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3213	LOC100893012	3.01e-5	0.33124558	0.598	0.58	0.657341372	zinc finger protein 816	spu:100893012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3459	LOC100893407	1.45722e-4	0.330744643	0.355	0.262	1	wiskott-Aldrich syndrome protein homolog 1 isoform X2	spu:100893407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4114	LOC105436830	5.37e-6	0.329398743	0.785	0.887	0.117143897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20687	LOC581926	1.80271e-4	0.328910662	0.393	0.311	1	proteasome subunit alpha type-4	spu:581926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26991	LOC754700	1.67e-8	0.328005612	0.822	0.853	3.63466e-4	regulator of chromosome condensation	spu:754700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1370	LOC100889938	1.03521e-4	0.326685546	0.355	0.263	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23185	LOC587715	1.39491e-4	0.325437147	0.561	0.572	1	cilia- and flagella-associated protein 44 isoform X1	spu:587715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23485	LOC588475	5.56e-5	0.325176492	0.533	0.49	1	adenylate kinase 9 isoform X5	spu:588475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23062	LOC587414	4.17e-9	0.324959776	0.336	0.163	9.1e-5	39S ribosomal protein L23, mitochondrial	spu:587414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26645	LOC753519	4.19e-6	0.32395487	0.729	0.772	0.091520278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18580	LOC577957	4.6e-5	0.323074026	0.682	0.717	1	sarcolemmal membrane-associated protein isoform X1	spu:577957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25632	LOC593379	0.001581609	0.321317933	0.467	0.459	1	replication factor C subunit 1 isoform X1	spu:593379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19748	LOC580110	0.003148819	0.321030374	0.458	0.462	1	vesicle transport protein SEC20	spu:580110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25166	LOC592315	5.53e-10	0.320931941	0.243	0.086	1.21e-5	LOW QUALITY PROTEIN: 60S ribosomal protein L8	spu:592315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27438	LOC757058	3.92e-6	0.320725221	0.766	0.796	0.085468311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19615	LOC579879	1.15e-5	0.320724532	0.477	0.392	0.251248426	bromodomain-containing protein 7	spu:579879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20263	LOC581113	1.97353e-4	0.319052936	0.589	0.616	1	pericentriolar material 1 protein isoform X1	spu:581113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24623	LOC591120	1.85e-5	0.318247614	0.486	0.392	0.404037601	ATPase WRNIP1	spu:591120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2220	LOC100891325	5.78e-7	0.318040921	0.972	0.942	0.012609472	transcription factor E2F8	spu:100891325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24188	LOC590094	1.34e-8	0.316963156	0.85	0.85	2.9315e-4	heterogeneous nuclear ribonucleoprotein K	spu:590094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17783	LOC576546	1.04e-6	0.316829302	0.738	0.744	0.022789266	late histone H2B.L4-like	spu:576546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5931	LOC105441503	9.33e-6	0.316724835	0.187	0.078	0.203702973	zinc finger protein 574-like	spu:105441503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27058	LOC755067	1.21152e-4	0.316614271	0.486	0.445	1	WD repeat-containing protein 3	spu:755067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25895	LOC594043	5e-7	0.316344116	0.841	0.892	0.010904421	heterogeneous nuclear ribonucleoprotein H3 isoform X1	spu:594043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24560	LOC590968	1.52e-6	0.316316138	0.935	0.961	0.033175301	ubiquitin-conjugating enzyme E2 N	spu:590968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20071	LOC580741	7.94e-5	0.316127693	0.645	0.673	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20862	LOC582259	2.35e-6	0.315561311	0.738	0.755	0.051265796	coiled-coil domain-containing protein 173	spu:582259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18932	LOC578606	8.37e-7	0.315253954	0.85	0.932	0.018263207	eukaryotic translation initiation factor 3 subunit J	spu:578606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22254	LOC585461	6.29e-22	0.314695128	1	1	1.37e-17	ubiquitin-conjugating enzyme E2 R2	spu:585461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
665	LOC100888793	2.04e-5	0.313295252	0.346	0.23	0.446077254	protein YABBY 3 isoform X1	spu:100888793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20277	LOC581143	9.74e-18	0.313070899	1	0.999	2.12e-13	small nuclear ribonucleoprotein-associated protein B'	spu:581143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16731	LOC574611	3.77e-7	0.312027177	0.673	0.664	0.008237191	cofilin	spu:574611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28282	LOC765036	4.11e-5	0.311460047	0.383	0.277	0.897993381	zinc finger protein OZF	spu:765036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19592	LOC579838	4.9e-10	0.3114438	0.505	0.281	1.07e-5	fos-related antigen 1 isoform X2	spu:579838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20634	LOC581837	3.18e-5	0.31069362700000003	0.533	0.486	0.694876563	enhancer of polycomb homolog 1	spu:581837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28030	LOC764101	0.003884475	0.31053457	0.495	0.52	1	protein LLP homolog	spu:764101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16990	LOC575098	1.94e-6	0.309456154	0.813	0.824	0.042273257	cell division cycle and apoptosis regulator protein 1 isoform X1	spu:575098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27959	LOC763805	2.81e-6	0.308945509	0.673	0.679	0.061374716	nuclear cap-binding protein subunit 1	spu:763805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27298	LOC756374	1.28e-8	0.308837538	0.953	0.978	2.802e-4	protein DEK	spu:756374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16900	LOC574929	0.004112249	0.308796981	0.57	0.669	1	uncharacterized protein LOC574929	spu:574929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16592	LOC373423	5.88e-7	0.308390241	0.748	0.772	0.012838825	radial spokehead	spu:373423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21106	LOC582799	1.51e-22	0.307591263	1	1	3.29e-18	serrate RNA effector molecule homolog	spu:582799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18429	LOC577697	9.94443e-4	0.30748395	0.654	0.762	1	dnaJ homolog subfamily C member 5	spu:577697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23355	LOC588126	1.64e-8	0.307463608	0.785	0.777	3.57158e-4	splicing factor U2AF 50 kDa subunit isoform X1	spu:588126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28337	SSAP	6.45e-10	0.307370215	0.981	0.967	1.41e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20923	LOC582369	3.58e-7	0.307232107	0.85	0.893	0.007806824	double-stranded RNA-binding protein Staufen homolog 2 isoform X1	spu:582369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3397	LOC100893310	1.59e-5	0.306755288	0.738	0.796	0.346496953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25096	LOC592177	3.35058e-4	0.306694506	0.271	0.177	1	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17918	LOC576796	2.49e-9	0.306247194	0.963	0.985	5.44e-5	nucleolar and spindle-associated protein 1-A isoform X2	spu:576796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23217	LOC587789	2.7799e-4	0.304628915	0.495	0.447	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2343	LOC100891506	8.18993e-4	0.304085766	0.364	0.296	1	intraflagellar transport protein 81 homolog isoform X1	spu:100891506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22295	LOC585553	4.6e-8	0.303262175	0.897	0.963	0.001003721	RNA-binding protein with serine-rich domain 1	spu:585553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23012	LOC587294	9.4e-7	0.303252603	0.916	0.94	0.02050773	NHP2-like protein 1	spu:587294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19697	LOC580013	8.61215e-4	0.30276836	0.598	0.643	1	DNA polymerase epsilon subunit 3	spu:580013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18670	LOC578125	0.002046526	0.302351454	0.299	0.222	1	basal body-orientation factor 1	spu:578125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16848	LOC574836	5.86e-5	0.301522896	0.495	0.451	1	structural maintenance of chromosomes protein 2	spu:574836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26082	LOC594592	4.77e-5	0.300959846	0.785	0.894	1	polyadenylate-binding protein 2	spu:594592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23674	LOC588905	3.31e-8	0.300903135	0.262	0.113	7.21916e-4	coiled-coil domain-containing protein 6	spu:588905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20750	LOC582050	4.01e-5	0.300705593	0.402	0.302	0.875059697	cleavage and polyadenylation specificity factor subunit 2	spu:582050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24373	LOC590530	2.66e-9	0.300332013	0.243	0.09	5.81e-5	40S ribosomal protein S23	spu:590530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25788	LOC593781	1.18e-8	0.298795434	0.953	0.973	2.57515e-4	nucleolar transcription factor 1-A isoform X1	spu:593781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23052	LOC587393	2.14e-11	0.298347414	0.234	0.073	4.67e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18011	LOC576978	0.020962003	0.298172042	0.551	0.633	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:576978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26833	LOC754111	0.001449664	0.29755252	0.589	0.66	1	probable RNA-binding protein 19	spu:754111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2980	LOC100892595	7.43e-6	0.297487113	0.626	0.591	0.162228052	cilia- and flagella-associated protein 157	spu:100892595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20783	LOC582112	1.48e-8	0.297454477	0.888	0.897	3.23866e-4	keratinocyte-associated protein 2	spu:582112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21050	LOC582664	0.00173403	0.296310775	0.327	0.263	1	probable peptidyl-tRNA hydrolase 2	spu:582664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
